Nome,Estrela,Pais,Time,Idade,Posicao,Titular,Top Mundial,Lado,Caracteristica 1,Caracteristica 2,Extra
Christopher Parker,False,1,Cape Town,17,3,True,False,Direito,11,13,aid=0 hash=10 sid=0 tid=0
Dale Williams,False,1,Cape Town,17,3,True,False,Esquerdo,4,11,aid=0 hash=9 sid=0 tid=0
Godfrey Cohen,False,1,Cape Town,17,3,True,False,Direito,10,13,aid=0 hash=8 sid=0 tid=0
Brett,False,1,Cape Town,16,3,False,False,Esquerdo,7,11,aid=0 hash=10 sid=0 tid=0
Charles Murray,False,1,Cape Town,19,4,True,False,Esquerdo,9,13,aid=0 hash=8 sid=0 tid=0
Marius,False,1,Cape Town,18,4,True,False,Direito,9,11,aid=0 hash=7 sid=0 tid=0
Steve Marais,False,1,Cape Town,16,4,False,False,Direito,8,9,aid=0 hash=10 sid=0 tid=0
Leopoldo,False,198,Carabobo,17,0,True,False,Direito,0,3,aid=0 hash=9 sid=0 tid=0
José Rodríguez,False,198,Carabobo,16,0,False,False,Esquerdo,0,1,aid=0 hash=8 sid=0 tid=0
Clemente,False,198,Carabobo,16,1,True,False,Esquerdo,10,11,aid=0 hash=8 sid=0 tid=0
Freddy Maldonado,False,198,Carabobo,16,1,True,False,Esquerdo,6,11,aid=0 hash=7 sid=0 tid=0
Elvis,False,198,Carabobo,17,1,False,False,Esquerdo,6,13,aid=0 hash=7 sid=0 tid=0
Freddy,False,198,Carabobo,19,2,True,False,Esquerdo,7,13,aid=0 hash=7 sid=0 tid=0
Juan Varela,False,198,Carabobo,19,2,True,False,Esquerdo,7,13,aid=0 hash=10 sid=0 tid=0
Joel Hernández,False,198,Carabobo,18,2,False,False,Esquerdo,7,13,aid=0 hash=10 sid=0 tid=0
Adrián Reyes,False,198,Carabobo,18,3,True,False,Direito,4,11,aid=0 hash=10 sid=0 tid=0
Roger Ochoa,False,198,Carabobo,18,3,True,False,Direito,9,11,aid=0 hash=9 sid=0 tid=0
Ignacio López,False,198,Carabobo,18,3,True,False,Esquerdo,4,11,aid=0 hash=8 sid=0 tid=0
Ali López,False,198,Carabobo,19,3,False,False,Direito,4,11,aid=0 hash=7 sid=0 tid=0
Martín Pineda,False,198,Carabobo,18,4,True,False,Esquerdo,9,5,aid=0 hash=9 sid=0 tid=0
Iván Díez,False,198,Carabobo,18,4,True,False,Direito,9,8,aid=0 hash=8 sid=0 tid=0
Juan Bautista,False,198,Carabobo,18,4,False,False,Esquerdo,5,13,aid=0 hash=7 sid=0 tid=0
Hugo Rivas,False,198,Caracas,16,0,True,False,Esquerdo,0,2,aid=0 hash=9 sid=0 tid=0
Alfonso Moreno,False,198,Caracas,16,0,False,False,Direito,0,2,aid=0 hash=9 sid=0 tid=0
Luis Brandt,False,198,Caracas,19,1,True,False,Esquerdo,10,9,aid=0 hash=9 sid=0 tid=0
José Antonio Danny,False,198,Caracas,19,1,True,False,Esquerdo,10,9,aid=0 hash=10 sid=0 tid=0
Richard Quijada,False,198,Caracas,19,1,False,False,Direito,10,13,aid=0 hash=10 sid=0 tid=0
Tulio González,False,198,Caracas,16,2,True,False,Esquerdo,5,12,aid=0 hash=9 sid=0 tid=0
José Ramón,False,198,Caracas,17,2,True,False,Direito,5,12,aid=0 hash=9 sid=0 tid=0
Franco García,False,198,Caracas,16,2,False,False,Esquerdo,7,13,aid=0 hash=8 sid=0 tid=0
Joaquín,False,198,Caracas,18,3,True,False,Direito,8,11,aid=0 hash=10 sid=0 tid=0
Luis,False,198,Caracas,19,3,True,False,Esquerdo,9,4,aid=0 hash=7 sid=0 tid=0
Douglas Vera,False,198,Caracas,17,3,True,False,Direito,7,13,aid=0 hash=9 sid=0 tid=0
Alex Rosales,False,198,Caracas,19,3,False,False,Esquerdo,7,13,aid=0 hash=10 sid=0 tid=0
Gerardo Sandoval,False,198,Caracas,16,4,True,False,Direito,13,9,aid=0 hash=8 sid=0 tid=0
Alberto Yanes,False,198,Caracas,19,4,True,False,Esquerdo,8,9,aid=0 hash=8 sid=0 tid=0
Francisco Galarraga,False,198,Caracas,19,4,False,False,Direito,9,5,aid=0 hash=8 sid=0 tid=0
José Luis,False,51,Cariari Pococi,16,0,True,False,Esquerdo,0,2,aid=0 hash=7 sid=0 tid=0
Hugo Mena,False,51,Cariari Pococi,16,0,False,False,Direito,1,2,aid=0 hash=9 sid=0 tid=0
Ricardo,False,51,Cariari Pococi,17,1,True,False,Direito,10,9,aid=0 hash=7 sid=0 tid=0
Esteban,False,51,Cariari Pococi,18,1,True,False,Esquerdo,10,13,aid=0 hash=9 sid=0 tid=0
Benjamín Miranda,False,51,Cariari Pococi,19,1,False,False,Esquerdo,10,6,aid=0 hash=7 sid=0 tid=0
Jaime Alfaro,False,51,Cariari Pococi,19,2,True,False,Esquerdo,7,5,aid=0 hash=8 sid=0 tid=0
Jairo Amador,False,51,Cariari Pococi,18,2,True,False,Esquerdo,10,13,aid=0 hash=9 sid=0 tid=0
Saúl,False,51,Cariari Pococi,17,2,False,False,Direito,10,13,aid=0 hash=9 sid=0 tid=0
Juan Carlos,False,51,Cariari Pococi,19,3,True,False,Direito,9,11,aid=0 hash=10 sid=0 tid=0
Osvaldo Drummond,False,51,Cariari Pococi,17,3,True,False,Esquerdo,4,11,aid=0 hash=10 sid=0 tid=0
Erick Guzmán,False,51,Cariari Pococi,19,3,True,False,Direito,11,9,aid=0 hash=9 sid=0 tid=0
Jesús Blanco,False,51,Cariari Pococi,17,3,False,False,Esquerdo,7,13,aid=0 hash=10 sid=0 tid=0
Heriberto Parks,False,51,Cariari Pococi,19,4,True,False,Direito,5,13,aid=0 hash=9 sid=0 tid=0
Óscar,False,51,Cariari Pococi,19,4,True,False,Direito,9,5,aid=0 hash=10 sid=0 tid=0
Teodoro Castro,False,51,Cariari Pococi,17,4,False,False,Esquerdo,8,11,aid=0 hash=9 sid=0 tid=0
Alberto Quirós,False,51,Carmelita,19,0,True,False,Direito,0,2,aid=0 hash=10 sid=0 tid=0
Oscar Miranda,False,51,Carmelita,18,0,False,False,Direito,0,1,aid=0 hash=10 sid=0 tid=0
Jean,False,51,Carmelita,17,1,True,False,Direito,10,6,aid=0 hash=10 sid=0 tid=0
Viktor Gutiérrez,False,51,Carmelita,19,1,True,False,Esquerdo,6,11,aid=0 hash=7 sid=0 tid=0
Paul,False,51,Carmelita,17,1,False,False,Esquerdo,10,9,aid=0 hash=7 sid=0 tid=0
Alexander Gutiérrez,False,51,Carmelita,16,2,True,False,Esquerdo,7,5,aid=0 hash=8 sid=0 tid=0
Eric Murillo,False,51,Carmelita,17,2,True,False,Esquerdo,5,12,aid=0 hash=8 sid=0 tid=0
Guillermo Zúñiga,False,51,Carmelita,17,2,False,False,Esquerdo,7,12,aid=0 hash=9 sid=0 tid=0
Rodrigo Fonseca,False,51,Carmelita,17,3,True,False,Esquerdo,4,13,aid=0 hash=7 sid=0 tid=0
David León,False,51,Carmelita,18,3,True,False,Esquerdo,8,11,aid=0 hash=7 sid=0 tid=0
León Mora,False,51,Carmelita,17,3,True,False,Esquerdo,10,11,aid=0 hash=9 sid=0 tid=0
Jaime Flores,False,51,Carmelita,18,3,False,False,Esquerdo,9,11,aid=0 hash=9 sid=0 tid=0
Patrick Vargas,False,51,Carmelita,18,4,True,False,Esquerdo,9,12,aid=0 hash=9 sid=0 tid=0
Edgar Moya,False,51,Carmelita,18,4,True,False,Esquerdo,13,8,aid=0 hash=9 sid=0 tid=0
Christian Bolaños,False,51,Carmelita,18,4,False,False,Direito,8,11,aid=0 hash=7 sid=0 tid=0
Pedro Mora,False,51,Cartaginés,19,0,True,False,Direito,2,0,aid=0 hash=10 sid=0 tid=0
Santos,False,51,Cartaginés,17,0,False,False,Direito,0,3,aid=0 hash=7 sid=0 tid=0
Humberto Martínez,False,51,Cartaginés,18,1,True,False,Direito,10,13,aid=0 hash=10 sid=0 tid=0
Fabián Rojas,False,51,Cartaginés,18,1,True,False,Esquerdo,10,6,aid=0 hash=7 sid=0 tid=0
Samuel,False,51,Cartaginés,17,1,False,False,Esquerdo,10,11,aid=0 hash=8 sid=0 tid=0
Juan José,False,51,Cartaginés,16,2,True,False,Direito,7,10,aid=0 hash=9 sid=0 tid=0
Javier Miranda,False,51,Cartaginés,18,2,True,False,Direito,7,5,aid=0 hash=8 sid=0 tid=0
José Antonio,False,51,Cartaginés,19,2,False,False,Esquerdo,7,10,aid=0 hash=9 sid=0 tid=0
Adrián Rojas,False,51,Cartaginés,19,3,True,False,Esquerdo,4,13,aid=0 hash=10 sid=0 tid=0
Oscar Rivera,False,51,Cartaginés,17,3,True,False,Esquerdo,9,4,aid=0 hash=10 sid=0 tid=0
Fabian Smith,False,51,Cartaginés,18,3,True,False,Esquerdo,11,13,aid=0 hash=8 sid=0 tid=0
Bernardo,False,51,Cartaginés,19,3,False,False,Esquerdo,4,13,aid=0 hash=7 sid=0 tid=0
Evangelista Flores,False,51,Cartaginés,17,4,True,False,Direito,9,13,aid=0 hash=10 sid=0 tid=0
Arturo Oviedo,False,51,Cartaginés,16,4,True,False,Direito,8,9,aid=0 hash=10 sid=0 tid=0
Ernesto Salazar,False,51,Cartaginés,19,4,False,False,Esquerdo,9,5,aid=0 hash=7 sid=0 tid=0
Silvio Fontana,False,29,Cascavel CR,16,0,True,False,Direito,3,1,aid=0 hash=8 sid=0 tid=0
Ari Nobre,False,29,Cascavel CR,19,0,False,False,Direito,0,3,aid=0 hash=8 sid=0 tid=0
Julinho Godoy,False,29,Cascavel CR,18,1,True,False,Esquerdo,6,10,aid=0 hash=8 sid=0 tid=0
Rino Alves,False,29,Cascavel CR,16,1,True,False,Direito,10,11,aid=0 hash=7 sid=0 tid=0
Ataulfo Salles,False,29,Cascavel CR,17,1,False,False,Direito,10,13,aid=0 hash=9 sid=0 tid=0
Agenor Franzen,False,29,Cascavel CR,18,2,True,False,Esquerdo,7,10,aid=0 hash=10 sid=0 tid=0
Larry,False,29,Cascavel CR,17,2,True,False,Esquerdo,7,13,aid=0 hash=9 sid=0 tid=0
Elias Lisboa,False,29,Cascavel CR,16,2,False,False,Esquerdo,7,13,aid=0 hash=9 sid=0 tid=0
José Daniel,False,29,Cascavel CR,17,3,True,False,Esquerdo,8,11,aid=0 hash=10 sid=0 tid=0
Zé,False,29,Cascavel CR,16,3,True,False,Direito,9,11,aid=0 hash=7 sid=0 tid=0
Silvio Carbone,False,29,Cascavel CR,17,3,True,False,Esquerdo,11,9,aid=0 hash=8 sid=0 tid=0
Luisinho Couto,False,29,Cascavel CR,19,3,False,False,Direito,7,11,aid=0 hash=7 sid=0 tid=0
Acácio Corrêa,False,29,Cascavel CR,18,4,True,False,Direito,9,13,aid=0 hash=9 sid=0 tid=0
Leonel Galhardo,False,29,Cascavel CR,17,4,True,False,Direito,9,5,aid=0 hash=8 sid=0 tid=0
Edmundo,False,29,Cascavel CR,19,4,False,False,Direito,8,9,aid=0 hash=9 sid=0 tid=0
Arlindo de Melo,False,29,FC Cascavel,17,0,True,False,Esquerdo,2,0,aid=0 hash=7 sid=0 tid=0
Acácio,False,29,FC Cascavel,17,0,False,False,Direito,2,0,aid=0 hash=9 sid=0 tid=0
Cassio Pinto,False,29,FC Cascavel,17,1,True,False,Direito,10,9,aid=0 hash=8 sid=0 tid=0
Clayton Gandelman,False,29,FC Cascavel,18,1,True,False,Direito,10,9,aid=0 hash=9 sid=0 tid=0
Aluísio Félix,False,29,FC Cascavel,19,1,False,False,Direito,10,9,aid=0 hash=7 sid=0 tid=0
Benedito,False,29,FC Cascavel,19,2,True,False,Direito,7,12,aid=0 hash=7 sid=0 tid=0
Andrei,False,29,FC Cascavel,16,2,True,False,Esquerdo,7,9,aid=0 hash=9 sid=0 tid=0
Júnior Correa,False,29,FC Cascavel,18,2,False,False,Direito,7,12,aid=0 hash=8 sid=0 tid=0
Ivan,False,29,FC Cascavel,18,3,True,False,Esquerdo,4,8,aid=0 hash=10 sid=0 tid=0
Fernando Scarpa,False,29,FC Cascavel,19,3,True,False,Direito,10,12,aid=0 hash=7 sid=0 tid=0
Juan Leite,False,29,FC Cascavel,16,3,True,False,Esquerdo,11,9,aid=0 hash=10 sid=0 tid=0
Bruninho Guarnieri,False,29,FC Cascavel,19,3,False,False,Esquerdo,7,11,aid=0 hash=7 sid=0 tid=0
Paulista Fraga,False,29,FC Cascavel,19,4,True,False,Direito,9,5,aid=0 hash=9 sid=0 tid=0
Silvestre Felipe,False,29,FC Cascavel,19,4,True,False,Esquerdo,9,12,aid=0 hash=7 sid=0 tid=0
Adílio,False,29,FC Cascavel,19,4,False,False,Esquerdo,9,12,aid=0 hash=7 sid=0 tid=0
Darcy de Sousa,False,29,Caucaia,18,0,True,False,Direito,0,3,aid=0 hash=9 sid=0 tid=0
Breno Francis,False,29,Caucaia,16,0,False,False,Direito,0,1,aid=0 hash=8 sid=0 tid=0
Léon de Oliveira,False,29,Caucaia,16,1,True,False,Direito,6,10,aid=0 hash=10 sid=0 tid=0
Afrânio Vasconcellos,False,29,Caucaia,19,1,True,False,Esquerdo,10,13,aid=0 hash=10 sid=0 tid=0
Cosme,False,29,Caucaia,19,1,False,False,Esquerdo,6,10,aid=0 hash=7 sid=0 tid=0
Vinicius Weber,False,29,Caucaia,16,2,True,False,Direito,7,10,aid=0 hash=9 sid=0 tid=0
Édson Moreira,False,29,Caucaia,16,2,True,False,Esquerdo,7,5,aid=0 hash=8 sid=0 tid=0
Adolpho Rosso,False,29,Caucaia,16,2,False,False,Esquerdo,7,12,aid=0 hash=10 sid=0 tid=0
Alexandro Capixaba,False,29,Caucaia,17,3,True,False,Direito,10,13,aid=0 hash=8 sid=0 tid=0
Casimiro,False,29,Caucaia,19,3,True,False,Direito,4,11,aid=0 hash=8 sid=0 tid=0
Alexander,False,29,Caucaia,17,3,True,False,Esquerdo,10,13,aid=0 hash=10 sid=0 tid=0
Tomé Bernardini,False,29,Caucaia,18,3,False,False,Direito,7,5,aid=0 hash=10 sid=0 tid=0
Gabriel Antônio,False,29,Caucaia,18,4,True,False,Direito,9,5,aid=0 hash=8 sid=0 tid=0
Samuel Gomes,False,29,Caucaia,17,4,True,False,Direito,9,5,aid=0 hash=9 sid=0 tid=0
Thomaz Scarpa,False,29,Caucaia,17,4,False,False,Direito,9,5,aid=0 hash=8 sid=0 tid=0
Andre Blake,False,106,Cavalier,16,0,True,False,Direito,1,2,aid=0 hash=8 sid=0 tid=0
Wayne Harvey,False,106,Cavalier,17,0,False,False,Direito,2,0,aid=0 hash=10 sid=0 tid=0
Chris,False,106,Cavalier,18,1,True,False,Direito,10,6,aid=0 hash=9 sid=0 tid=0
Donovan,False,106,Cavalier,19,1,True,False,Direito,10,11,aid=0 hash=8 sid=0 tid=0
Keith Robinson,False,106,Cavalier,19,1,False,False,Esquerdo,6,10,aid=0 hash=7 sid=0 tid=0
Rudolph Walker,False,106,Cavalier,19,2,True,False,Esquerdo,7,13,aid=0 hash=10 sid=0 tid=0
Damion Cunningham,False,106,Cavalier,17,2,True,False,Esquerdo,5,12,aid=0 hash=10 sid=0 tid=0
Maurice,False,106,Cavalier,17,2,False,False,Esquerdo,7,10,aid=0 hash=8 sid=0 tid=0
Patrick Cunningham,False,106,Cavalier,18,3,True,False,Esquerdo,4,11,aid=0 hash=7 sid=0 tid=0
Peter Campbell,False,106,Cavalier,19,3,True,False,Direito,4,9,aid=0 hash=9 sid=0 tid=0
Noel Fagan,False,106,Cavalier,18,3,True,False,Direito,7,9,aid=0 hash=8 sid=0 tid=0
Sean English,False,106,Cavalier,19,3,False,False,Direito,4,8,aid=0 hash=10 sid=0 tid=0
Basil Francis,False,106,Cavalier,18,4,True,False,Direito,8,11,aid=0 hash=9 sid=0 tid=0
Albert Riley,False,106,Cavalier,19,4,True,False,Direito,9,5,aid=0 hash=7 sid=0 tid=0
Tommy Anderson,False,106,Cavalier,17,4,False,False,Direito,9,11,aid=0 hash=9 sid=0 tid=0
Kevin Altman,False,38,Cavalry,18,0,False,False,Direito,3,1,aid=0 hash=5 sid=0 tid=0
Ryder Anderson,False,38,Cavalry,16,0,False,False,Esquerdo,1,2,aid=0 hash=4 sid=0 tid=0
Tucker Merritt,False,38,Cavalry,16,1,False,False,Direito,6,11,aid=0 hash=6 sid=0 tid=0
Enzo Mercer,False,38,Cavalry,18,1,False,False,Esquerdo,10,6,aid=0 hash=2 sid=0 tid=0
Gavin Fletcher,False,38,Cavalry,17,1,False,False,Direito,6,13,aid=0 hash=9 sid=0 tid=0
Lachlan Daniel,False,38,Cavalry,16,2,False,False,Esquerdo,5,10,aid=0 hash=8 sid=0 tid=0
Xavier Robins,False,38,Cavalry,18,2,False,False,Direito,12,7,aid=0 hash=3 sid=0 tid=0
Michael Cooke,False,38,Cavalry,19,2,False,False,Esquerdo,7,5,aid=0 hash=7 sid=0 tid=0
Leonardo Gale,False,38,Cavalry,17,3,False,False,Direito,11,13,aid=0 hash=9 sid=0 tid=0
Callum Campbell,False,38,Cavalry,18,3,False,False,Esquerdo,4,9,aid=0 hash=10 sid=0 tid=0
Kyle Beech,False,38,Cavalry,18,3,False,False,Direito,10,7,aid=0 hash=2 sid=0 tid=0
Benson McCoy,False,38,Cavalry,17,3,False,False,Esquerdo,7,11,aid=0 hash=2 sid=0 tid=0
Declan Erickson,False,38,Cavalry,16,4,False,False,Direito,9,11,aid=0 hash=7 sid=0 tid=0
Nathan Hawley,False,38,Cavalry,19,4,False,False,Esquerdo,12,9,aid=0 hash=9 sid=0 tid=0
Christopher Oliver,False,38,Cavalry,17,4,False,False,Direito,9,13,aid=0 hash=2 sid=0 tid=0
Alexander Varella,False,29,Caxias,18,0,True,False,Esquerdo,3,1,aid=0 hash=10 sid=0 tid=0
Clóvis Álvares,False,29,Caxias,18,0,False,False,Esquerdo,3,1,aid=0 hash=8 sid=0 tid=0
Constantine Almeida,False,29,Caxias,18,1,True,False,Direito,6,13,aid=0 hash=10 sid=0 tid=0
Luis Henrique,False,29,Caxias,18,1,True,False,Esquerdo,10,13,aid=0 hash=8 sid=0 tid=0
Bernardo Fonseca,False,29,Caxias,17,1,False,False,Esquerdo,10,6,aid=0 hash=7 sid=0 tid=0
Everson Netto,False,29,Caxias,18,2,True,False,Esquerdo,7,12,aid=0 hash=10 sid=0 tid=0
Bartolomeu Pitbull,False,29,Caxias,19,2,True,False,Esquerdo,7,9,aid=0 hash=9 sid=0 tid=0
Salvator Bianchi,False,29,Caxias,17,2,False,False,Esquerdo,7,12,aid=0 hash=8 sid=0 tid=0
Julián Coimbra,False,29,Caxias,18,3,True,False,Esquerdo,9,11,aid=0 hash=10 sid=0 tid=0
Rogério Prado,False,29,Caxias,17,3,True,False,Direito,10,13,aid=0 hash=7 sid=0 tid=0
Abílio Hora,False,29,Caxias,18,3,True,False,Esquerdo,7,11,aid=0 hash=10 sid=0 tid=0
Tomás García,False,29,Caxias,16,3,False,False,Esquerdo,9,11,aid=0 hash=8 sid=0 tid=0
Édouard Viana,False,29,Caxias,18,4,True,False,Direito,13,9,aid=0 hash=7 sid=0 tid=0
Klaus Steiner,False,29,Caxias,19,4,True,False,Esquerdo,13,9,aid=0 hash=8 sid=0 tid=0
Cássio Soriano,False,29,Caxias,18,4,False,False,Direito,9,11,aid=0 hash=9 sid=0 tid=0
Alexsandro,False,29,CSP,18,0,True,False,Esquerdo,0,3,aid=0 hash=1 sid=0 tid=0
Esquerdinha,False,29,CSP,19,1,True,False,Direito,10,6,aid=0 hash=2 sid=0 tid=0
João Pedro,False,29,CSP,18,1,True,False,Esquerdo,6,11,aid=0 hash=4 sid=0 tid=0
Soares,False,29,CSP,17,2,True,False,Esquerdo,10,13,aid=0 hash=4 sid=0 tid=0
David,False,29,CSP,19,2,True,False,Direito,7,13,aid=0 hash=1 sid=0 tid=0
Maykon,False,29,CSP,18,2,True,False,Direito,7,5,aid=0 hash=8 sid=0 tid=0
Renato,False,29,CSP,17,3,True,False,Esquerdo,11,8,aid=0 hash=4 sid=0 tid=0
Guarabira,False,29,CSP,20,3,True,False,Esquerdo,7,13,aid=0 hash=9 sid=0 tid=0
Beckham,False,29,CSP,17,3,True,False,Direito,10,9,aid=0 hash=7 sid=0 tid=0
Betinho,False,29,CSP,20,4,True,False,Esquerdo,9,8,aid=0 hash=8 sid=0 tid=0
Matheus Henrique,False,29,CSP,17,4,True,False,Esquerdo,9,13,aid=0 hash=9 sid=0 tid=0
João Soares,False,29,CSP,17,4,True,False,Direito,5,9,aid=0 hash=4 sid=0 tid=0
Paulista,False,29,CSP,18,4,True,False,Direito,9,5,aid=0 hash=2 sid=0 tid=0
Paulo Henrique,False,29,CSP,20,4,True,False,Esquerdo,9,13,aid=0 hash=10 sid=0 tid=0
Tiago,False,29,CSP,16,4,True,False,Direito,13,8,aid=0 hash=4 sid=0 tid=0
Guto Lago,False,29,CEO,16,0,True,False,Direito,3,1,aid=0 hash=7 sid=0 tid=0
Péricles Cavalcanti,False,29,CEO,18,0,False,False,Direito,0,2,aid=0 hash=10 sid=0 tid=0
Braulio Ventura,False,29,CEO,19,1,True,False,Esquerdo,10,9,aid=0 hash=8 sid=0 tid=0
Régis,False,29,CEO,16,1,True,False,Direito,10,6,aid=0 hash=9 sid=0 tid=0
Antônio Avelar,False,29,CEO,17,1,False,False,Direito,10,6,aid=0 hash=10 sid=0 tid=0
Said,False,29,CEO,19,2,True,False,Esquerdo,7,13,aid=0 hash=7 sid=0 tid=0
Leandro Cerqueira,False,29,CEO,18,2,True,False,Esquerdo,7,5,aid=0 hash=10 sid=0 tid=0
Edson Parente,False,29,CEO,18,2,False,False,Direito,7,13,aid=0 hash=10 sid=0 tid=0
Giancarlo Ribeiro,False,29,CEO,18,3,True,False,Esquerdo,10,13,aid=0 hash=10 sid=0 tid=0
Carlos Roberto,False,29,CEO,18,3,True,False,Esquerdo,11,13,aid=0 hash=7 sid=0 tid=0
Oswaldo,False,29,CEO,19,3,True,False,Direito,10,13,aid=0 hash=8 sid=0 tid=0
Waldemar Quadros,False,29,CEO,19,3,False,False,Direito,4,11,aid=0 hash=9 sid=0 tid=0
Micão,False,29,CEO,19,4,True,False,Direito,8,11,aid=0 hash=10 sid=0 tid=0
Wanderley Moro,False,29,CEO,17,4,True,False,Direito,13,9,aid=0 hash=10 sid=0 tid=0
Francisco José,False,29,CEO,16,4,False,False,Direito,9,5,aid=0 hash=9 sid=0 tid=0
George,False,57,Cleopatra FC,19,0,True,False,Esquerdo,0,2,aid=0 hash=9 sid=0 tid=0
Samy Hegazi,False,57,Cleopatra FC,17,0,False,False,Direito,1,2,aid=0 hash=8 sid=0 tid=0
Alaa,False,57,Cleopatra FC,19,1,True,False,Direito,6,13,aid=0 hash=8 sid=0 tid=0
Ibrahim Kamel,False,57,Cleopatra FC,16,1,True,False,Direito,6,10,aid=0 hash=10 sid=0 tid=0
Fouad Ibrahim,False,57,Cleopatra FC,16,1,False,False,Direito,10,9,aid=0 hash=8 sid=0 tid=0
Karim Fathi,False,57,Cleopatra FC,17,2,True,False,Direito,7,12,aid=0 hash=9 sid=0 tid=0
Yusuf Osman,False,57,Cleopatra FC,17,2,True,False,Direito,7,9,aid=0 hash=9 sid=0 tid=0
Alaa Habib,False,57,Cleopatra FC,17,2,False,False,Esquerdo,7,10,aid=0 hash=10 sid=0 tid=0
Youssef Hafez,False,57,Cleopatra FC,18,3,True,False,Direito,4,9,aid=0 hash=7 sid=0 tid=0
Raymond Cohen,False,57,Cleopatra FC,18,3,True,False,Direito,10,11,aid=0 hash=9 sid=0 tid=0
Hamza,False,57,Cleopatra FC,18,3,True,False,Direito,11,9,aid=0 hash=8 sid=0 tid=0
Michel Maher,False,57,Cleopatra FC,19,3,False,False,Direito,11,13,aid=0 hash=10 sid=0 tid=0
Mustafa Barakat,False,57,Cleopatra FC,16,4,True,False,Esquerdo,8,11,aid=0 hash=8 sid=0 tid=0
Amir Soliman,False,57,Cleopatra FC,17,4,True,False,Esquerdo,9,8,aid=0 hash=7 sid=0 tid=0
Hussein Bayoumi,False,57,Cleopatra FC,16,4,False,False,Direito,9,5,aid=0 hash=8 sid=0 tid=0
Abdul Majid,False,129,SCC Mohammedia,17,0,True,False,Esquerdo,0,2,aid=0 hash=9 sid=0 tid=0
Abdelkarim Jabbour,False,129,SCC Mohammedia,17,0,False,False,Direito,1,2,aid=0 hash=8 sid=0 tid=0
José Pallache,False,129,SCC Mohammedia,17,1,True,False,Esquerdo,10,9,aid=0 hash=9 sid=0 tid=0
Anas Naccache,False,129,SCC Mohammedia,17,1,True,False,Esquerdo,10,13,aid=0 hash=8 sid=0 tid=0
José,False,129,SCC Mohammedia,18,1,False,False,Esquerdo,6,11,aid=0 hash=9 sid=0 tid=0
Max Jabbour,False,129,SCC Mohammedia,16,2,True,False,Esquerdo,7,10,aid=0 hash=7 sid=0 tid=0
Yassine Mhamdi,False,129,SCC Mohammedia,17,2,True,False,Direito,5,12,aid=0 hash=10 sid=0 tid=0
Salih Benmoussa,False,129,SCC Mohammedia,18,2,False,False,Esquerdo,7,13,aid=0 hash=10 sid=0 tid=0
Fayçal,False,129,SCC Mohammedia,17,3,True,False,Esquerdo,7,9,aid=0 hash=9 sid=0 tid=0
Abu Bakr Adil,False,129,SCC Mohammedia,18,3,True,False,Direito,7,10,aid=0 hash=7 sid=0 tid=0
Abderrahim Pinto,False,129,SCC Mohammedia,17,3,True,False,Esquerdo,7,10,aid=0 hash=7 sid=0 tid=0
Mohamed,False,129,SCC Mohammedia,18,3,False,False,Esquerdo,7,11,aid=0 hash=9 sid=0 tid=0
Ahmad Serfaty,False,129,SCC Mohammedia,16,4,True,False,Direito,8,11,aid=0 hash=8 sid=0 tid=0
Bilal,False,129,SCC Mohammedia,19,4,True,False,Esquerdo,13,8,aid=0 hash=8 sid=0 tid=0
Karim Vargas,False,129,SCC Mohammedia,16,4,False,False,Direito,9,8,aid=0 hash=7 sid=0 tid=0
Freddie Malama,False,200,Chambishi,17,0,True,False,Esquerdo,0,3,aid=0 hash=8 sid=0 tid=0
Leo Kamuzati,False,200,Chambishi,16,0,False,False,Direito,0,3,aid=0 hash=10 sid=0 tid=0
Felix Sinkamba,False,200,Chambishi,19,1,True,False,Direito,10,9,aid=0 hash=8 sid=0 tid=0
Elijah Kabamba,False,200,Chambishi,17,1,True,False,Esquerdo,6,13,aid=0 hash=10 sid=0 tid=0
Steven Penza,False,200,Chambishi,16,1,False,False,Esquerdo,10,13,aid=0 hash=10 sid=0 tid=0
Brian,False,200,Chambishi,19,2,True,False,Direito,7,10,aid=0 hash=10 sid=0 tid=0
Eric,False,200,Chambishi,17,2,True,False,Direito,7,9,aid=0 hash=10 sid=0 tid=0
Harry Sunzu,False,200,Chambishi,19,2,False,False,Esquerdo,10,13,aid=0 hash=10 sid=0 tid=0
Felix Sata,False,200,Chambishi,16,3,True,False,Esquerdo,11,13,aid=0 hash=8 sid=0 tid=0
Emmanuel Kamanga-Dyrbak,False,200,Chambishi,16,3,True,False,Direito,11,9,aid=0 hash=10 sid=0 tid=0
Harrison Bwayla,False,200,Chambishi,17,3,True,False,Esquerdo,11,13,aid=0 hash=8 sid=0 tid=0
Edgar Mutati,False,200,Chambishi,17,3,False,False,Direito,8,11,aid=0 hash=9 sid=0 tid=0
Lawrence Moyo,False,200,Chambishi,16,4,True,False,Esquerdo,9,5,aid=0 hash=8 sid=0 tid=0
Robert John,False,200,Chambishi,17,4,True,False,Esquerdo,8,9,aid=0 hash=8 sid=0 tid=0
Cassius,False,200,Chambishi,18,4,False,False,Direito,13,8,aid=0 hash=10 sid=0 tid=0
Elmar Zani,False,29,Chapadinha,18,0,True,False,Direito,2,0,aid=0 hash=9 sid=0 tid=0
Bebeto Gabriel,False,29,Chapadinha,17,0,False,False,Direito,2,0,aid=0 hash=7 sid=0 tid=0
